Hallway Type,Time To Subway St.,Subway Station,No. Facilities Nearby,No. Public Offices Nearby,No. Universities Nearby,No. Parking Lots,Year Built,No. Facilities Inside,Unit Area (sqft),Sale Price (KRW)
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,143362
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,814,223008
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,378053
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,85840
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,210619
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1629,422123
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1451,336283
Mixed,15 min - 20 min,Chilsung,1,7,3,56,2003,5,907,128318
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,234513
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,914,141592
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1366,251327
Terraced,No Stations Nearby,No Stations Nearby,0,1,1,1321,2015,10,910,371681
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,278761
Terraced,5 min - 10 min,Daegu,0,3,2,400,2015,7,644,287610
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1366,238938
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,307522
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,914,196389
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,180530
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,910,226991
Corridor,5 min - 10 min,Daegu,2,5,0,76,1985,3,587,123008
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,576,69469
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,272566
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1103,252212
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1313,132743
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,253097
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,190265
Terraced,0 - 5 min,Myungduk,2,3,1,181,2006,4,903,225663
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,200522
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,122389
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,246017
Terraced,0 - 5 min,Kyungbuk,0,5,3,930,2013,7,910,305309
Terraced,No Stations Nearby,No Stations Nearby,0,1,1,1321,2015,10,644,252212
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,126548
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,335398
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,843,300884
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1103,220265
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,300884
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1444,319469
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,246902
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1412,344247
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,62831
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,914,252212
Terraced,0 - 5 min,Myungduk,2,3,1,181,2006,4,903,196460
Terraced,0 - 5 min,Kyungbuk,0,5,3,930,2013,7,907,338938
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,71681
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,914,214159
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,914,119292
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,140707
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1419,209734
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1796,262831
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1131,283185
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,914,160637
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,141592
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,351327
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,914,163539
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,636,254867
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1412,272566
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,1184,210619
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,640,243362
Terraced,No Stations Nearby,No Stations Nearby,0,1,1,1321,2015,10,644,269911
Terraced,5 min - 10 min,Daegu,0,3,2,400,2015,7,839,353982
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1419,389380
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,259292
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,350442
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,914,301327
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,910,224690
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,2056,369911
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,914,205752
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,218141
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1412,336283
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,112389
Terraced,5 min - 10 min,Daegu,0,3,2,400,2015,7,914,378761
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,255752
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,100884
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,576,141592
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,1377,141592
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,202654
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,914,287610
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,2092,407079
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1366,396460
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,636,141592
Corridor,0 - 5 min,Kyungbuk,0,3,2,0,1978,3,903,163716
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,53097
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,868,198230
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,295575
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,513274
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1288,194690
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,914,221238
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,914,128318
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,829,284955
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,184070
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,644,146017
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,143805
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,261061
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,110176
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,529203
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1149,279646
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,64159
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,576,81415
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,910,185840
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1928,383716
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,914,115929
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,572,107964
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,914,221238
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,914,153097
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,1092,402654
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,829,212389
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1103,237168
Terraced,No Stations Nearby,No Stations Nearby,0,1,1,1321,2015,10,910,317699
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,144247
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,811,180530
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,640,242477
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,914,214159
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,907,323008
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,818,213274
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,141592
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,141592
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1273,358407
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,558,111504
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,640,84070
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,910,217699
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,37787
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,508,105309
Terraced,0 - 5 min,Myungduk,5,7,5,1174,1980,9,1060,92920
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,508,64601
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,211946
Terraced,10 min - 15 min,Kyungbuk,1,2,2,184,2006,5,814,142920
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1288,259292
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,508,53097
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,914,322123
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,228318
Terraced,0 - 5 min,Myungduk,5,7,5,1174,1980,9,910,76991
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1643,362601
Terraced,0 - 5 min,Kyungbuk,0,3,2,1270,2007,10,1387,427876
Terraced,0 - 5 min,Kyungbuk,0,5,3,930,2013,7,644,264601
Terraced,10 min - 15 min,Kyungbuk,1,5,1,0,1986,4,914,234513
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,743,168141
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1483,389380
Terraced,0 - 5 min,Kyungbuk,0,5,3,930,2013,7,910,237008
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,508,63716
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,192920
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,216814
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,1743,380530
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1451,214159
Terraced,0 - 5 min,Banwoldang,0,4,1,605,2007,5,1334,389380
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,260176
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1394,380530
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,843,330088
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,261061
Terraced,0 - 5 min,Myungduk,5,7,5,1174,2014,9,914,380530
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,576,114601
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,914,110619
Corridor,5 min - 10 min,Sinnam,1,5,2,18,1986,3,508,69469
Terraced,0 - 5 min,Myungduk,2,3,1,181,2006,4,857,202654
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,225663
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,910,175681
Mixed,15 min - 20 min,Chilsung,1,7,3,56,1997,5,430,57964
Terraced,0 - 5 min,Banwoldang,0,2,2,524,2007,4,1366,285840
Mixed,15 min - 20 min,Myungduk,1,5,4,79,1992,3,1448,166371
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,914,230088
Terraced,5 min - 10 min,Daegu,0,3,2,400,2015,7,832,303539
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1761,221681
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,644,70796
Corridor,10 min - 15 min,Myungduk,5,7,5,0,1992,3,355,42477
Terraced,No Stations Nearby,No Stations Nearby,2,2,1,203,2009,5,914,188495
Mixed,5 min - 10 min,Bangoge,5,5,4,798,2005,7,914,137168
Terraced,0 - 5 min,Sinnam,0,1,2,536,2006,5,818,290265
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1761,345132
Terraced,0 - 5 min,Sinnam,0,3,2,475,2008,8,914,323008
Mixed,15 min - 20 min,Myungduk,5,6,5,536,1993,4,1451,242477
Corridor,5 min - 10 min,Daegu,2,5,0,76,1985,3,676,73451
